Date,Open,High,Low,Close,Adj Close,Volume,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier
2011-05-20,58.150002,58.209999,57.689999,57.77,51.43309,44703300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-23,56.98,57.150002,56.650002,56.919998,50.676323,43700000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-24,57.060001,57.07,56.560001,56.57,50.364723,39314800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-25,56.5,57.060001,56.470001,56.790001,50.560585,41369000,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-26,56.619999,57.299999,56.610001,57.139999,50.872196,40564100,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-27,57.240002,57.490002,57.189999,57.43,51.130383,30127200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-05-31,57.970001,58.360001,57.669998,58.360001,51.958374,47590100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-01,58.220001,58.360001,57.040001,57.09,50.827686,51795000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-02,57.200001,57.41,56.889999,57.209999,50.934513,50198100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-03,56.549999,56.990002,56.27,56.349998,50.168835,57773700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-06,56.220001,56.529999,55.860001,55.889999,49.759312,50175600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-07,56.040001,56.259998,55.75,55.790001,49.670277,46311100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-08,55.669998,55.77,55.23,55.389999,49.314156,46426400,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-09,55.41,55.759998,55.23,55.490002,49.403187,45307500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-10,55.23,55.34,54.59,54.639999,48.64642,53740600,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2011-06-13,54.669998,54.93,54.450001,54.639999,48.64642,37736800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-14,55.060001,55.470001,55.029999,55.34,49.269638,40565300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-15,54.810001,55.150002,54.18,54.290001,48.33482,59022400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-16,54.32,54.5,53.619999,54.080002,48.147854,66316200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-17,54.400002,54.599998,53.630001,53.790001,47.997066,70337000,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2011-06-20,53.639999,54.23,53.639999,54.07,48.246906,37402900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-21,54.259998,55.290001,54.029999,55.23,49.281971,55892800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-22,55.0,55.32,54.82,54.830002,48.925053,36833300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-23,54.240002,55.369999,54.060001,55.34,49.380127,80743300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-24,55.080002,55.130001,54.27,54.380001,48.523525,56298300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-27,54.439999,55.529999,54.32,55.25,49.299801,49968900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-28,55.369999,56.080002,55.290001,56.07,50.031509,47028800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-29,56.200001,56.41,55.900002,56.299999,50.236748,65407300,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-06-30,56.5,57.09,56.470001,57.049999,50.905975,50347200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-01,57.080002,57.990002,56.919998,57.91,51.673351,53203900,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-05,57.970001,58.259998,57.830002,58.200001,51.932125,43128800,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2011-07-06,58.130001,58.490002,57.939999,58.389999,52.101654,49282700,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-07,58.830002,59.360001,58.740002,59.189999,52.815487,54799800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-08,58.68,59.040001,58.369999,59.029999,52.672718,69519500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-11,58.41,58.709999,57.759998,57.959999,51.717972,52080800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-12,57.950001,58.07,57.459999,57.52,51.325348,84000700,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-13,57.939999,58.34,57.549999,57.759998,51.539509,82378100,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-14,57.91,58.18,56.869999,57.09,50.941662,98774200,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2011-07-15,57.73,57.849998,57.310001,57.849998,51.619816,68281500,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-07-18,57.529999,57.790001,56.98,57.540001,51.343204,59512200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-19,58.09,58.900002,58.09,58.849998,52.512123,73904600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-20,59.18,59.189999,58.5,58.599998,52.289036,57085500,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2011-07-21,58.66,59.32,58.34,58.990002,52.637043,70148800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-22,58.959999,59.700001,58.919998,59.599998,53.181355,43620400,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-25,59.130001,59.810001,59.02,59.48,53.074276,48916100,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-26,59.439999,59.830002,59.32,59.630001,53.208115,40918900,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2011-07-27,59.240002,59.290001,57.939999,58.09,51.833969,83969500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-07-28,58.119999,58.93,57.889999,58.189999,51.923195,61031900,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,57.720001,58.610001,57.439999,58.0,51.753654,82860500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,58.700001,58.82,57.029999,57.73,51.512737,85421100,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-02,57.459999,57.720001,56.209999,56.27,50.209957,90853300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-03,56.34,56.880001,55.349998,56.810001,50.691814,103612300,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-04,56.0,56.09,54.169998,54.169998,48.336121,132830000,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2011-08-05,54.720001,55.029999,52.32,53.830002,48.032749,214111800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-08,52.18,53.119999,50.59,50.59,45.141682,204804500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-09,51.349998,53.080002,49.93,53.029999,47.318909,193707100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-10,51.830002,53.040001,50.799999,50.860001,45.382607,205917900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-11,51.59,53.689999,51.34,53.099998,47.381367,143825300,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-12,53.43,53.900002,52.880001,53.57,47.800755,90483300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-15,53.790001,54.360001,53.529999,54.360001,48.505653,73554300,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-16,53.830002,54.349998,53.18,53.900002,48.095207,89219200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-17,53.970001,54.419998,53.02,53.580002,47.809681,84416600,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2011-08-18,52.130001,52.139999,50.48,50.950001,45.46291,130019400,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-19,50.419998,51.669998,49.990002,50.029999,44.641983,96674600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-22,51.23,51.240002,50.060001,50.209999,44.802605,77107700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-23,50.549999,52.279999,50.34,52.279999,46.649677,75688400,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-24,52.130001,52.790001,51.709999,52.689999,47.01553,80197700,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-25,52.66,52.900002,51.650002,51.830002,46.248158,93623700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-26,51.66,53.310001,51.150002,53.130001,47.408127,91573300,,,,,,,,,
2011-08-29,53.66,54.669998,53.639999,54.610001,48.728737,45985800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-30,54.41,55.299999,54.110001,54.970001,49.049973,61617900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08-31,55.299999,55.740002,54.599998,55.060001,49.130283,60900400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-01,55.200001,55.639999,54.459999,54.560001,48.684128,57158400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-02,53.580002,54.610001,52.990002,53.279999,47.541977,58185700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-06,52.040001,53.369999,51.91,53.290001,47.550896,52992200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-07,54.049999,54.650002,53.900002,54.639999,48.755512,48952200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-08,54.360001,55.169998,54.209999,54.389999,48.532444,61422800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-09,54.009998,54.240002,52.849998,53.18,47.452763,63663500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-12,52.59,53.900002,52.57,53.860001,48.059513,65973000,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-13,54.060001,54.689999,53.799999,54.580002,48.701969,59020000,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-14,54.860001,55.98,54.32,55.360001,49.397957,90757300,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-15,55.959999,56.279999,55.389999,56.18,50.129669,83536100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-16,56.200001,56.650002,56.09,56.59,50.589169,91902100,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-19,55.889999,56.91,55.43,56.610001,50.607044,73042900,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-20,56.900002,57.349998,56.23,56.360001,50.38356,66570100,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2011-09-21,56.650002,56.93,55.369999,55.380001,49.507458,79938000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-22,53.970001,54.459999,52.75,53.580002,47.898335,151885500,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-23,53.130001,54.380001,53.09,54.150002,48.407902,85940600,,,,,,,,,
2011-09-26,54.419998,54.880001,53.209999,54.779999,48.971092,96261400,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2011-09-27,55.709999,56.200001,54.98,55.349998,49.480659,81148600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-28,55.59,55.970001,54.400002,54.529999,48.747597,76757100,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2011-09-29,55.360001,55.43,52.970001,53.880001,48.166527,116900200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-09-30,53.16,53.610001,52.459999,52.490002,46.923923,104870100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-03,52.02,52.849998,51.110001,51.139999,45.717087,99149500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-04,50.619999,52.290001,50.099998,52.189999,46.655727,137013700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-05,52.060001,53.68,51.66,53.529999,47.853642,108825700,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-06,53.459999,54.439999,53.209999,54.43,48.658215,71939200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-07,54.400002,54.66,53.720001,54.07,48.336376,72525200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-10,54.990002,55.939999,54.889999,55.939999,50.00808,48230200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-11,55.790001,56.459999,55.700001,56.32,50.34779,66449100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-12,56.860001,57.23,56.560001,56.599998,50.598118,85627600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-13,56.490002,57.189999,56.43,57.119999,51.062954,63443700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-14,57.82,58.189999,57.509998,58.18,52.010555,65643600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-17,57.91,58.09,56.970001,57.279999,51.205986,65161300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-18,57.189999,58.290001,56.66,57.990002,51.840702,91434600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-19,57.669998,57.849998,56.68,56.869999,50.839458,67639400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-20,56.860001,56.919998,55.790001,56.59,50.589169,80378300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-21,57.189999,57.66,56.779999,57.299999,51.223858,60455800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-24,57.509998,58.650002,57.310001,58.490002,52.287682,61449500,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-25,58.299999,58.32,57.220001,57.34,51.259632,65299200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-26,57.66,57.779999,56.209999,57.27,51.197056,98193800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-27,58.639999,59.200001,58.029999,58.849998,52.609493,104455500,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-28,58.52,59.009998,58.5,58.939999,52.68996,42950000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-10-31,58.43,58.639999,57.91,57.950001,51.804943,60520200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-01,56.52,57.91,56.119999,56.439999,50.455059,99933000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-02,57.029999,57.16,56.380001,56.919998,50.884159,65003800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-03,57.369999,58.18,56.709999,58.099998,51.939034,78994200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-04,57.82,58.049999,57.220001,57.799999,51.670853,61527800,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-07,57.759998,58.25,57.169998,58.209999,52.037376,65559000,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-11-08,58.630001,58.98,57.970001,58.880001,52.636322,62906900,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-09,57.740002,57.830002,56.630001,56.810001,50.785828,69539000,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2011-11-10,57.369999,57.419998,56.23,56.779999,50.758991,66052400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-11,57.27,58.02,57.200001,57.849998,51.715553,54471000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-14,57.689999,58.009998,57.279999,57.490002,51.393723,44617600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-15,57.32,58.360001,57.259998,58.130001,51.965862,52203900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-16,57.709999,58.16,57.060001,57.169998,51.107651,68342800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-17,57.02,57.040001,55.48,55.830002,49.909744,101706900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-18,55.84,55.900002,55.299999,55.400002,49.525352,60417000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-21,54.650002,54.73,53.779999,54.34,48.577759,52283700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-22,54.200001,54.68,53.869999,54.52,48.738667,51940100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-23,54.110001,54.169998,53.259998,53.290001,47.639084,48437300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-25,53.060001,53.669998,52.869999,52.880001,47.27256,25448100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-28,54.169998,54.790001,54.139999,54.720001,48.917454,46710700,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-29,54.689999,55.099998,54.220001,54.380001,48.613514,52056700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-11-30,55.860001,56.439999,55.669998,56.389999,50.410366,66918600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-01,56.380001,56.93,56.349998,56.779999,50.758991,45362200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-02,57.34,57.34,56.57,56.619999,50.615971,36938900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-05,57.470001,57.619999,56.919998,57.240002,51.170223,40492200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-06,57.290001,57.450001,56.889999,57.080002,51.027191,38670000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-07,56.919998,57.34,56.349998,57.080002,51.027191,44576200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-08,56.709999,57.150002,56.009998,56.119999,50.168995,51692600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-09,56.259998,57.189999,56.240002,57.02,50.973553,55757900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-12,56.419998,57.009998,55.900002,56.380001,50.401428,55411700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-13,56.75,56.98,55.529999,55.759998,49.847168,68557700,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-14,55.549999,55.59,54.580002,54.889999,49.069427,63682800,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-15,55.360001,55.419998,54.66,54.740002,48.935349,58732900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-16,54.869999,55.610001,54.77,54.860001,49.187298,60978900,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-19,55.07,55.200001,54.169998,54.32,48.703098,46733900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-20,55.200001,56.0,55.169998,55.93,50.146641,81758800,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-21,55.599998,55.639999,54.490002,55.130001,49.429348,78552300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-22,55.25,55.630001,55.169998,55.599998,49.850758,40334100,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-23,55.709999,56.080002,55.580002,56.080002,50.281128,26594600,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-12-27,55.990002,56.419998,55.93,56.240002,50.468685,21443500,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
